test_time_second,voltage_volt,current_ampere,cycle_count,step_index,power_watt,temperature_t1_celsius,temperature_t2_celsius,temperature_t3_celsius
34905.630,3.8364,-0.6537,1,4,-2.5079,26.6,26.4,26.7
34915.630,3.8363,-0.6539,1,4,-2.5084,26.4,26.4,26.7
34925.630,3.8361,-0.6538,1,4,-2.5079,26.6,26.4,26.7
34935.630,3.8360,-0.6537,1,4,-2.5076,26.4,26.4,26.5
34945.630,3.8359,-0.6537,1,4,-2.5076,26.6,26.4,26.5
34955.630,3.8357,-0.6538,1,4,-2.5077,26.4,26.4,26.5
34965.630,3.8356,-0.6538,1,4,-2.5076,26.4,26.4,26.6
34975.630,3.8355,-0.6538,1,4,-2.5075,26.6,26.4,26.6
34985.630,3.8353,-0.6538,1,4,-2.5074,26.6,26.4,26.6
34995.630,3.8352,-0.6538,1,4,-2.5075,26.6,26.4,26.6
35005.630,3.8351,-0.6538,1,4,-2.5074,26.6,26.4,26.7
35015.630,3.8349,-0.6539,1,4,-2.5075,26.6,26.4,26.6
35025.630,3.8348,-0.6538,1,4,-2.5071,26.4,26.4,26.7
35035.630,3.8347,-0.6538,1,4,-2.5069,26.4,26.4,26.7
35045.630,3.8345,-0.6538,1,4,-2.5068,26.6,26.4,26.7
35055.630,3.8344,-0.6538,1,4,-2.5069,26.6,26.4,26.7
35065.630,3.8343,-0.6538,1,4,-2.5068,26.4,26.4,26.7
35075.630,3.8342,-0.6538,1,4,-2.5067,26.4,26.4,26.5
35085.630,3.8340,-0.6537,1,4,-2.5063,26.4,26.4,26.5
35095.630,3.8339,-0.6537,1,4,-2.5061,26.4,26.4,26.7
35105.630,3.8338,-0.6537,1,4,-2.5062,26.4,26.4,26.7
35115.630,3.8336,-0.6538,1,4,-2.5065,26.4,26.4,26.5
35125.630,3.8335,-0.6538,1,4,-2.5063,26.4,26.4,26.6
35135.630,3.8334,-0.6537,1,4,-2.5059,26.4,26.4,26.7
35145.630,3.8332,-0.6537,1,4,-2.5058,26.4,26.4,26.7
35155.630,3.8331,-0.6538,1,4,-2.5062,26.4,26.4,26.7
35165.630,3.8330,-0.6538,1,4,-2.5059,26.4,26.4,26.7
35175.630,3.8329,-0.6538,1,4,-2.5060,26.6,26.4,26.5
35185.630,3.8327,-0.6538,1,4,-2.5056,26.4,26.4,26.7
35195.630,3.8326,-0.6537,1,4,-2.5054,26.6,26.4,26.7
35205.630,3.8325,-0.6538,1,4,-2.5058,26.4,26.4,26.5
35215.630,3.8323,-0.6538,1,4,-2.5056,26.4,26.4,26.5
35225.630,3.8322,-0.6538,1,4,-2.5054,26.4,26.4,26.5
35235.630,3.8321,-0.6538,1,4,-2.5054,26.4,26.4,26.5
35245.630,3.8320,-0.6538,1,4,-2.5053,26.4,26.4,26.7
35255.630,3.8318,-0.6538,1,4,-2.5054,26.4,26.4,26.7
35265.630,3.8317,-0.6538,1,4,-2.5053,26.6,26.4,26.7
35275.630,3.8316,-0.6538,1,4,-2.5050,26.6,26.4,26.7
35285.630,3.8315,-0.6538,1,4,-2.5049,26.6,26.4,26.5
35295.630,3.8313,-0.6538,1,4,-2.5050,26.4,26.4,26.7
35305.630,3.8312,-0.6538,1,4,-2.5048,26.4,26.4,26.5
35315.630,3.8311,-0.6538,1,4,-2.5047,26.4,26.4,26.5
35325.630,3.8310,-0.6537,1,4,-2.5044,26.4,26.4,26.5
35335.630,3.8308,-0.6538,1,4,-2.5044,26.4,26.4,26.5
35345.630,3.8307,-0.6538,1,4,-2.5044,26.4,26.4,26.5
35355.630,3.8306,-0.6538,1,4,-2.5044,26.4,26.4,26.7
35365.630,3.8304,-0.6538,1,4,-2.5043,26.6,26.4,26.5
35375.630,3.8303,-0.6538,1,4,-2.5043,26.6,26.4,26.5
35385.630,3.8302,-0.6538,1,4,-2.5042,26.6,26.4,26.7
35395.630,3.8301,-0.6538,1,4,-2.5039,26.6,26.4,26.7
35405.630,3.8299,-0.6538,1,4,-2.5038,26.6,26.4,26.7
35415.630,3.8298,-0.6538,1,4,-2.5037,26.6,26.4,26.5
35425.630,3.8297,-0.6538,1,4,-2.5039,26.6,26.4,26.7
35435.630,3.8296,-0.6538,1,4,-2.5036,26.6,26.4,26.7
35445.630,3.8294,-0.6538,1,4,-2.5037,26.4,26.4,26.5
35455.630,3.8293,-0.6538,1,4,-2.5035,26.4,26.4,26.5
35465.630,3.8292,-0.6538,1,4,-2.5035,26.4,26.4,26.5
35475.630,3.8291,-0.6537,1,4,-2.5030,26.4,26.4,26.7
35485.630,3.8290,-0.6538,1,4,-2.5033,26.4,26.4,26.5
35495.630,3.8288,-0.6538,1,4,-2.5033,26.4,26.4,26.5
35505.630,3.8287,-0.6538,1,4,-2.5031,26.4,26.4,26.5
35515.630,3.8286,-0.6538,1,4,-2.5031,26.6,26.4,26.5
35525.630,3.8285,-0.6538,1,4,-2.5029,26.4,26.4,26.7
35535.630,3.8284,-0.6538,1,4,-2.5029,26.4,26.4,26.5
35545.630,3.8283,-0.6538,1,4,-2.5030,26.4,26.4,26.5
35555.630,3.8281,-0.6538,1,4,-2.5028,26.4,26.4,26.5
35565.630,3.8280,-0.6538,1,4,-2.5026,26.6,26.4,26.7
35575.630,3.8279,-0.6538,1,4,-2.5028,26.6,26.4,26.5
35585.630,3.8278,-0.6538,1,4,-2.5026,26.6,26.4,26.7
35595.630,3.8276,-0.6538,1,4,-2.5025,26.4,26.6,26.7
35605.630,3.8275,-0.6538,1,4,-2.5023,26.6,26.4,26.7
35615.630,3.8274,-0.6538,1,4,-2.5024,26.4,26.4,26.7
35625.630,3.8272,-0.6537,1,4,-2.5020,26.4,26.4,26.7
35635.630,3.8271,-0.6538,1,4,-2.5022,26.4,26.4,26.7
35645.630,3.8270,-0.6538,1,4,-2.5021,26.4,26.4,26.7
35655.630,3.8269,-0.6538,1,4,-2.5020,26.4,26.4,26.5
35665.630,3.8268,-0.6538,1,4,-2.5020,26.6,26.4,26.7
35675.630,3.8266,-0.6538,1,4,-2.5016,26.4,26.4,26.5
35685.630,3.8265,-0.6538,1,4,-2.5017,26.4,26.4,26.5
35695.630,3.8264,-0.6538,1,4,-2.5016,26.4,26.4,26.7
35705.630,3.8263,-0.6538,1,4,-2.5016,26.6,26.4,26.5
35715.630,3.8262,-0.6537,1,4,-2.5012,26.4,26.4,26.7
35725.630,3.8261,-0.6537,1,4,-2.5012,26.6,26.4,26.5
35735.630,3.8259,-0.6538,1,4,-2.5015,26.6,26.4,26.5
35745.630,3.8258,-0.6538,1,4,-2.5012,26.4,26.4,26.7
35755.630,3.8257,-0.6537,1,4,-2.5008,26.4,26.4,26.5
35765.630,3.8256,-0.6537,1,4,-2.5009,26.4,26.4,26.5
35775.630,3.8255,-0.6538,1,4,-2.5010,26.4,26.4,26.7
35785.630,3.8254,-0.6538,1,4,-2.5010,26.6,26.4,26.5
35795.630,3.8252,-0.6538,1,4,-2.5011,26.4,26.4,26.7
35805.630,3.8251,-0.6538,1,4,-2.5009,26.6,26.4,26.7
35815.630,3.8250,-0.6537,1,4,-2.5004,26.6,26.4,26.5
35825.630,3.8249,-0.6538,1,4,-2.5006,26.4,26.4,26.5
35835.630,3.8248,-0.6538,1,4,-2.5005,26.4,26.4,26.5
35845.630,3.8247,-0.6537,1,4,-2.5001,26.4,26.4,26.5
35855.630,3.8245,-0.6538,1,4,-2.5003,26.4,26.4,26.5
35865.630,3.8244,-0.6538,1,4,-2.5005,26.4,26.4,26.5
35875.630,3.8243,-0.6539,1,4,-2.5006,26.4,26.4,26.5
35885.630,3.8242,-0.6538,1,4,-2.5001,26.6,26.4,26.5
35895.630,3.8241,-0.6537,1,4,-2.4998,26.4,26.4,26.5
35905.630,3.8240,-0.6537,1,4,-2.4998,26.4,26.4,26.5
35915.630,3.8239,-0.6538,1,4,-2.5002,26.4,26.4,26.5
35925.630,3.8237,-0.6537,1,4,-2.4997,26.4,26.4,26.5
35935.630,3.8236,-0.6537,1,4,-2.4994,26.4,26.4,26.5
35945.630,3.8235,-0.6538,1,4,-2.4996,26.4,26.4,26.7
35955.630,3.8234,-0.6538,1,4,-2.4996,26.6,26.4,26.5
35965.630,3.8233,-0.6538,1,4,-2.4998,26.4,26.2,26.7
35975.630,3.8232,-0.6538,1,4,-2.4996,26.4,26.4,26.7
35985.630,3.8231,-0.6538,1,4,-2.4995,26.4,26.4,26.7
35995.630,3.8230,-0.6538,1,4,-2.4993,26.6,26.4,26.5
36005.630,3.8228,-0.6538,1,4,-2.4993,26.6,26.4,26.7
36015.630,3.8227,-0.6538,1,4,-2.4992,26.4,26.4,26.7
36025.630,3.8226,-0.6538,1,4,-2.4993,26.6,26.4,26.7
36035.630,3.8225,-0.6538,1,4,-2.4993,26.6,26.4,26.5
36045.630,3.8224,-0.6538,1,4,-2.4989,26.4,26.4,26.5
36055.630,3.8223,-0.6538,1,4,-2.4989,26.6,26.4,26.7
36065.630,3.8222,-0.6538,1,4,-2.4991,26.4,26.4,26.7
36075.630,3.8220,-0.6537,1,4,-2.4986,26.4,26.4,26.5
36085.630,3.8219,-0.6538,1,4,-2.4989,26.6,26.4,26.7
36095.630,3.8218,-0.6538,1,4,-2.4986,26.4,26.4,26.5
36105.630,3.8217,-0.6538,1,4,-2.4987,26.6,26.4,26.5
36115.630,3.8216,-0.6538,1,4,-2.4985,26.6,26.4,26.5
36125.630,3.8215,-0.6537,1,4,-2.4983,26.4,26.4,26.7
36135.630,3.8214,-0.6538,1,4,-2.4984,26.6,26.4,26.5
36145.630,3.8213,-0.6538,1,4,-2.4983,26.6,26.4,26.5
36155.630,3.8211,-0.6538,1,4,-2.4983,26.6,26.4,26.7
36165.630,3.8210,-0.6538,1,4,-2.4982,26.4,26.4,26.5
36175.630,3.8209,-0.6537,1,4,-2.4977,26.4,26.4,26.5
36185.630,3.8208,-0.6537,1,4,-2.4977,26.6,26.4,26.5
36195.630,3.8207,-0.6538,1,4,-2.4981,26.6,26.4,26.7
36205.630,3.8206,-0.6539,1,4,-2.4981,26.6,26.4,26.4
36215.630,3.8205,-0.6538,1,4,-2.4978,26.6,26.4,26.4
36225.630,3.8204,-0.6538,1,4,-2.4978,26.6,26.4,26.5
36235.630,3.8202,-0.6538,1,4,-2.4975,26.6,26.4,26.4
36245.630,3.8202,-0.6538,1,4,-2.4975,26.6,26.4,26.7
36255.630,3.8200,-0.6538,1,4,-2.4973,26.6,26.4,26.6
36265.630,3.8199,-0.6538,1,4,-2.4976,26.6,26.4,26.6
36275.630,3.8198,-0.6537,1,4,-2.4971,26.4,26.4,26.6
36285.630,3.8197,-0.6538,1,4,-2.4973,26.6,26.4,26.4
36295.630,3.8196,-0.6538,1,4,-2.4974,26.6,26.4,26.6
36305.630,3.8195,-0.6538,1,4,-2.4972,26.6,26.4,26.6
36315.630,3.8194,-0.6537,1,4,-2.4968,26.6,26.4,26.4
36325.630,3.8193,-0.6538,1,4,-2.4972,26.6,26.4,26.6
36335.630,3.8191,-0.6538,1,4,-2.4968,26.6,26.4,26.6
36345.630,3.8191,-0.6538,1,4,-2.4968,26.6,26.4,26.6
36355.630,3.8189,-0.6538,1,4,-2.4968,26.6,26.4,26.4
36365.630,3.8188,-0.6538,1,4,-2.4966,26.4,26.4,26.6
36375.630,3.8187,-0.6538,1,4,-2.4967,26.6,26.4,26.6
36385.630,3.8186,-0.6538,1,4,-2.4965,26.6,26.6,26.6
36395.630,3.8185,-0.6538,1,4,-2.4967,26.4,26.4,26.6
36405.630,3.8184,-0.6538,1,4,-2.4963,26.6,26.4,26.6
36415.630,3.8184,-0.6538,1,4,-2.4965,26.6,26.4,26.6
36425.630,3.8182,-0.6538,1,4,-2.4961,26.5,26.4,26.6
36435.630,3.8181,-0.6538,1,4,-2.4961,26.5,26.6,26.6
36445.630,3.8180,-0.6537,1,4,-2.4959,26.4,26.4,26.6
36455.630,3.8179,-0.6537,1,4,-2.4959,26.6,26.4,26.4
36465.630,3.8178,-0.6538,1,4,-2.4961,26.4,26.4,26.6
36475.630,3.8177,-0.6538,1,4,-2.4959,26.5,26.4,26.6
36485.630,3.8176,-0.6538,1,4,-2.4958,26.5,26.4,26.6
36495.630,3.8175,-0.6538,1,4,-2.4960,26.3,26.3,26.6
36505.630,3.8174,-0.6537,1,4,-2.4954,26.5,26.5,26.6
36515.630,3.8173,-0.6538,1,4,-2.4959,26.5,26.3,26.4
36525.630,3.8171,-0.6538,1,4,-2.4957,26.5,26.3,26.6
36535.630,3.8171,-0.6538,1,4,-2.4955,26.5,26.5,26.6
36545.630,3.8169,-0.6538,1,4,-2.4956,26.3,26.3,26.6
36555.630,3.8168,-0.6538,1,4,-2.4956,26.5,26.3,26.6
36565.630,3.8167,-0.6538,1,4,-2.4953,26.5,26.5,26.4
36575.630,3.8166,-0.6538,1,4,-2.4954,26.5,26.3,26.6
36585.630,3.8165,-0.6538,1,4,-2.4951,26.5,26.3,26.6
36595.630,3.8164,-0.6538,1,4,-2.4953,26.5,26.5,26.6
36605.630,3.8163,-0.6537,1,4,-2.4948,26.5,26.3,26.6
36615.630,3.8162,-0.6537,1,4,-2.4947,26.5,26.5,26.6
36625.630,3.8161,-0.6538,1,4,-2.4951,26.5,26.3,26.6
36635.630,3.8160,-0.6537,1,4,-2.4946,26.5,26.3,26.6
36645.630,3.8159,-0.6538,1,4,-2.4946,26.5,26.3,26.6
36655.630,3.8158,-0.6538,1,4,-2.4946,26.5,26.3,26.6
36665.630,3.8157,-0.6537,1,4,-2.4944,26.5,26.3,26.4
36675.630,3.8156,-0.6537,1,4,-2.4944,26.5,26.3,26.6
36685.630,3.8155,-0.6538,1,4,-2.4945,26.5,26.3,26.6
36695.630,3.8154,-0.6538,1,4,-2.4944,26.5,26.5,26.6
36705.630,3.8153,-0.6538,1,4,-2.4943,26.5,26.5,26.6
36715.630,3.8152,-0.6538,1,4,-2.4943,26.5,26.5,26.6
36725.630,3.8151,-0.6538,1,4,-2.4944,26.5,26.3,26.6
36735.630,3.8150,-0.6538,1,4,-2.4944,26.5,26.5,26.6
36745.630,3.8149,-0.6538,1,4,-2.4943,26.5,26.5,26.6
36755.630,3.8148,-0.6537,1,4,-2.4938,26.5,26.5,26.6
36765.630,3.8146,-0.6538,1,4,-2.4939,26.5,26.3,26.6
36775.630,3.8146,-0.6538,1,4,-2.4939,26.5,26.3,26.6
36785.630,3.8145,-0.6538,1,4,-2.4938,26.5,26.5,26.6
36795.630,3.8144,-0.6538,1,4,-2.4937,26.5,26.3,26.6
36805.630,3.8142,-0.6538,1,4,-2.4938,26.5,26.5,26.6
36815.630,3.8142,-0.6538,1,4,-2.4938,26.5,26.3,26.6
36825.630,3.8141,-0.6538,1,4,-2.4935,26.5,26.5,26.8
36835.630,3.8139,-0.6538,1,4,-2.4935,26.5,26.5,26.6
36845.630,3.8139,-0.6537,1,4,-2.4933,26.5,26.3,26.5
36855.630,3.8137,-0.6538,1,4,-2.4932,26.5,26.3,26.5
36865.630,3.8136,-0.6537,1,4,-2.4930,26.5,26.3,26.5
36875.630,3.8136,-0.6538,1,4,-2.4932,26.5,26.3,26.5
36885.630,3.8135,-0.6538,1,4,-2.4932,26.5,26.3,26.5
36895.630,3.8134,-0.6538,1,4,-2.4930,26.5,26.3,26.5
36905.630,3.8132,-0.6537,1,4,-2.4927,26.5,26.5,26.5
36915.630,3.8131,-0.6538,1,4,-2.4929,26.5,26.3,26.5
36925.630,3.8130,-0.6537,1,4,-2.4925,26.5,26.5,26.5
36935.630,3.8129,-0.6537,1,4,-2.4926,26.5,26.5,26.5
36945.630,3.8129,-0.6538,1,4,-2.4927,26.5,26.5,26.5
36955.630,3.8128,-0.6538,1,4,-2.4927,26.5,26.5,26.5
36965.630,3.8126,-0.6538,1,4,-2.4927,26.5,26.3,26.5
36975.630,3.8125,-0.6537,1,4,-2.4924,26.5,26.5,26.5
36985.630,3.8125,-0.6538,1,4,-2.4927,26.5,26.5,26.5
36995.630,3.8124,-0.6538,1,4,-2.4925,26.5,26.3,26.5
37005.630,3.8123,-0.6538,1,4,-2.4925,26.5,26.3,26.5
37015.630,3.8122,-0.6538,1,4,-2.4923,26.5,26.5,26.6
37025.630,3.8120,-0.6538,1,4,-2.4921,26.5,26.3,26.6
37035.630,3.8120,-0.6538,1,4,-2.4923,26.5,26.3,26.6
37045.630,3.8119,-0.6538,1,4,-2.4921,26.5,26.5,26.6
37055.630,3.8118,-0.6538,1,4,-2.4920,26.5,26.5,26.6
37065.630,3.8117,-0.6537,1,4,-2.4918,26.7,26.3,26.6
37075.630,3.8116,-0.6538,1,4,-2.4922,26.5,26.5,26.6
37085.630,3.8115,-0.6538,1,4,-2.4921,26.7,26.5,26.6
37095.630,3.8114,-0.6537,1,4,-2.4916,26.5,26.3,26.6
37105.630,3.8113,-0.6538,1,4,-2.4919,26.5,26.3,26.6
37115.630,3.8112,-0.6538,1,4,-2.4916,26.5,26.5,26.6
37125.630,3.8111,-0.6538,1,4,-2.4916,26.5,26.3,26.6
37135.630,3.8110,-0.6538,1,4,-2.4916,26.5,26.3,26.6
37145.630,3.8109,-0.6538,1,4,-2.4917,26.5,26.3,26.6
37155.630,3.8108,-0.6538,1,4,-2.4914,26.5,26.3,26.6
37165.630,3.8107,-0.6538,1,4,-2.4915,26.5,26.3,26.5
37175.630,3.8106,-0.6538,1,4,-2.4913,26.5,26.3,26.6
37185.630,3.8105,-0.6537,1,4,-2.4910,26.5,26.3,26.4
37195.630,3.8104,-0.6538,1,4,-2.4914,26.5,26.5,26.5
37205.630,3.8103,-0.6537,1,4,-2.4909,26.5,26.3,26.6
37215.630,3.8102,-0.6538,1,4,-2.4910,26.5,26.5,26.6
37225.630,3.8102,-0.6538,1,4,-2.4910,26.5,26.5,26.6
37235.630,3.8100,-0.6538,1,4,-2.4908,26.5,26.5,26.6
37245.630,3.8099,-0.6538,1,4,-2.4909,26.5,26.3,26.6
37255.630,3.8098,-0.6538,1,4,-2.4907,26.5,26.5,26.6
37265.630,3.8097,-0.6538,1,4,-2.4906,26.5,26.3,26.6
37275.630,3.8097,-0.6538,1,4,-2.4907,26.5,26.3,26.6
37285.630,3.8095,-0.6537,1,4,-2.4902,26.5,26.3,26.6
37295.630,3.8094,-0.6538,1,4,-2.4904,26.5,26.5,26.6
37305.630,3.8094,-0.6538,1,4,-2.4905,26.3,26.3,26.6
37315.630,3.8093,-0.6537,1,4,-2.4903,26.5,26.3,26.6
37325.630,3.8092,-0.6538,1,4,-2.4903,26.3,26.3,26.6
37335.630,3.8091,-0.6538,1,4,-2.4903,26.5,26.3,26.6
37345.630,3.8090,-0.6537,1,4,-2.4901,26.5,26.3,26.6
37355.630,3.8089,-0.6537,1,4,-2.4899,26.5,26.3,26.6
37365.630,3.8088,-0.6537,1,4,-2.4900,26.5,26.5,26.6
37375.630,3.8087,-0.6537,1,4,-2.4897,26.3,26.5,26.6
37385.630,3.8086,-0.6538,1,4,-2.4899,26.5,26.5,26.6
37395.630,3.8085,-0.6538,1,4,-2.4898,26.5,26.3,26.6
37405.630,3.8084,-0.6537,1,4,-2.4896,26.5,26.5,26.6
37415.630,3.8083,-0.6538,1,4,-2.4897,26.5,26.3,26.6
37425.630,3.8083,-0.6538,1,4,-2.4897,26.5,26.5,26.6
37435.630,3.8081,-0.6537,1,4,-2.4895,26.5,26.3,26.6
37445.630,3.8081,-0.6538,1,4,-2.4897,26.5,26.5,26.6
37455.630,3.8079,-0.6538,1,4,-2.4895,26.3,26.3,26.6
37465.630,3.8079,-0.6537,1,4,-2.4893,26.5,26.3,26.6
37475.630,3.8078,-0.6538,1,4,-2.4894,26.5,26.3,26.6
37485.630,3.8077,-0.6538,1,4,-2.4894,26.5,26.4,26.6
37495.630,3.8076,-0.6538,1,4,-2.4893,26.6,26.4,26.6
37505.630,3.8075,-0.6538,1,4,-2.4893,26.4,26.4,26.6
37515.630,3.8074,-0.6538,1,4,-2.4892,26.6,26.6,26.4
37525.630,3.8073,-0.6537,1,4,-2.4889,26.6,26.4,26.6
37535.630,3.8072,-0.6537,1,4,-2.4887,26.4,26.4,26.4
37545.630,3.8071,-0.6537,1,4,-2.4889,26.4,26.4,26.4
37555.630,3.8071,-0.6537,1,4,-2.4889,26.6,26.4,26.6
37565.630,3.8070,-0.6538,1,4,-2.4891,26.6,26.4,26.6
37575.630,3.8069,-0.6537,1,4,-2.4886,26.4,26.4,26.6
37585.630,3.8068,-0.6538,1,4,-2.4888,26.6,26.4,26.6
37595.630,3.8067,-0.6537,1,4,-2.4885,26.6,26.4,26.6
37605.630,3.8066,-0.6538,1,4,-2.4886,26.6,26.4,26.6
37615.630,3.8065,-0.6537,1,4,-2.4885,26.4,26.4,26.6
37625.630,3.8064,-0.6538,1,4,-2.4884,26.6,26.4,26.4
37635.630,3.8063,-0.6538,1,4,-2.4884,26.6,26.4,26.4
37645.630,3.8062,-0.6537,1,4,-2.4883,26.6,26.4,26.6
37655.630,3.8061,-0.6537,1,4,-2.4882,26.5,26.4,26.4
37665.630,3.8060,-0.6537,1,4,-2.4881,26.5,26.4,26.6
37675.630,3.8059,-0.6538,1,4,-2.4882,26.5,26.3,26.6
37685.630,3.8058,-0.6538,1,4,-2.4881,26.5,26.4,26.6
37695.630,3.8058,-0.6537,1,4,-2.4880,26.5,26.4,26.6
37705.630,3.8057,-0.6538,1,4,-2.4883,26.5,26.3,26.6
37715.630,3.8056,-0.6538,1,4,-2.4881,26.5,26.3,26.4
37725.630,3.8055,-0.6538,1,4,-2.4879,26.5,26.3,26.6
37735.630,3.8054,-0.6538,1,4,-2.4879,26.5,26.4,26.6
37745.630,3.8053,-0.6538,1,4,-2.4878,26.5,26.4,26.6
37755.630,3.8052,-0.6538,1,4,-2.4878,26.5,26.3,26.4
37765.630,3.8052,-0.6537,1,4,-2.4876,26.5,26.4,26.6
37775.630,3.8051,-0.6537,1,4,-2.4874,26.3,26.4,26.6
37785.630,3.8050,-0.6538,1,4,-2.4878,26.5,26.3,26.6
37795.630,3.8049,-0.6538,1,4,-2.4875,26.3,26.4,26.6
37805.630,3.8048,-0.6538,1,4,-2.4876,26.4,26.4,26.6
37815.630,3.8047,-0.6538,1,4,-2.4873,26.5,26.4,26.6
37825.630,3.8046,-0.6538,1,4,-2.4873,26.6,26.4,26.6
37835.630,3.8045,-0.6538,1,4,-2.4872,26.6,26.4,26.6
37845.630,3.8044,-0.6538,1,4,-2.4874,26.5,26.4,26.6
37855.630,3.8044,-0.6538,1,4,-2.4873,26.6,26.6,26.6
37865.630,3.8043,-0.6537,1,4,-2.4869,26.6,26.4,26.6
37875.630,3.8042,-0.6537,1,4,-2.4870,26.6,26.4,26.4
37885.630,3.8041,-0.6537,1,4,-2.4867,26.6,26.6,26.6
37895.630,3.8040,-0.6538,1,4,-2.4869,26.6,26.4,26.4
37905.630,3.8039,-0.6537,1,4,-2.4866,26.4,26.4,26.6
37915.630,3.8038,-0.6537,1,4,-2.4867,26.4,26.4,26.4
37925.630,3.8038,-0.6537,1,4,-2.4864,26.6,26.4,26.6
37935.630,3.8037,-0.6537,1,4,-2.4866,26.6,26.4,26.6
37945.630,3.8036,-0.6538,1,4,-2.4868,26.4,26.4,26.4
37955.630,3.8034,-0.6537,1,4,-2.4862,26.6,26.4,26.6
37965.630,3.8034,-0.6537,1,4,-2.4863,26.4,26.4,26.4
37975.630,3.8033,-0.6538,1,4,-2.4867,26.4,26.4,26.4
37985.630,3.8032,-0.6537,1,4,-2.4863,26.4,26.4,26.4
37995.630,3.8031,-0.6538,1,4,-2.4863,26.4,26.4,26.6
38005.630,3.8030,-0.6537,1,4,-2.4860,26.4,26.4,26.5
38015.630,3.8029,-0.6538,1,4,-2.4864,26.4,26.4,26.5
38025.630,3.8028,-0.6538,1,4,-2.4862,26.4,26.4,26.5
38035.630,3.8027,-0.6537,1,4,-2.4860,26.4,26.4,26.5
38045.630,3.8027,-0.6537,1,4,-2.4859,26.6,26.4,26.5
38055.630,3.8026,-0.6538,1,4,-2.4861,26.4,26.4,26.5
38065.630,3.8025,-0.6537,1,4,-2.4858,26.4,26.4,26.5
38075.630,3.8024,-0.6538,1,4,-2.4859,26.6,26.4,26.5
38085.630,3.8023,-0.6538,1,4,-2.4859,26.4,26.4,26.5
38095.630,3.8022,-0.6538,1,4,-2.4860,26.6,26.4,26.5
38105.630,3.8022,-0.6538,1,4,-2.4859,26.4,26.4,26.5
38115.630,3.8021,-0.6538,1,4,-2.4857,26.4,26.4,26.5
38125.630,3.8020,-0.6537,1,4,-2.4853,26.4,26.4,26.7
38135.630,3.8019,-0.6539,1,4,-2.4859,26.6,26.4,26.5
38145.630,3.8018,-0.6537,1,4,-2.4853,26.6,26.4,26.5
38155.630,3.8017,-0.6537,1,4,-2.4853,26.6,26.4,26.7
38165.630,3.8016,-0.6537,1,4,-2.4851,26.4,26.4,26.5
38175.630,3.8016,-0.6538,1,4,-2.4856,26.6,26.4,26.6
38185.630,3.8015,-0.6537,1,4,-2.4851,26.4,26.4,26.4
38195.630,3.8014,-0.6538,1,4,-2.4853,26.6,26.4,26.6
38205.630,3.8013,-0.6537,1,4,-2.4849,26.4,26.4,26.6
38215.630,3.8012,-0.6537,1,4,-2.4848,26.4,26.4,26.4
38225.630,3.8011,-0.6537,1,4,-2.4848,26.6,26.4,26.6
38235.630,3.8011,-0.6537,1,4,-2.4849,26.6,26.4,26.4
38245.630,3.8010,-0.6538,1,4,-2.4850,26.6,26.4,26.6
38255.630,3.8009,-0.6538,1,4,-2.4849,26.6,26.4,26.6
38265.630,3.8008,-0.6538,1,4,-2.4848,26.4,26.4,26.6
38275.630,3.8007,-0.6537,1,4,-2.4846,26.6,26.4,26.6
38285.630,3.8007,-0.6537,1,4,-2.4846,26.6,26.4,26.6
38295.630,3.8006,-0.6537,1,4,-2.4845,26.6,26.4,26.6
38305.630,3.8005,-0.6538,1,4,-2.4847,26.6,26.4,26.6
38315.630,3.8004,-0.6537,1,4,-2.4843,26.4,26.4,26.6
38325.630,3.8003,-0.6538,1,4,-2.4844,26.4,26.4,26.6
38335.630,3.8002,-0.6538,1,4,-2.4847,26.6,26.6,26.6
38345.630,3.8002,-0.6538,1,4,-2.4845,26.4,26.4,26.6
38355.630,3.8001,-0.6538,1,4,-2.4843,26.6,26.4,26.6
38365.630,3.8000,-0.6537,1,4,-2.4841,26.6,26.4,26.6
38375.630,3.7999,-0.6538,1,4,-2.4843,26.6,26.4,26.6
38385.630,3.7998,-0.6538,1,4,-2.4842,26.6,26.4,26.7
38395.630,3.7997,-0.6537,1,4,-2.4840,26.6,26.4,26.7
38405.630,3.7996,-0.6537,1,4,-2.4836,26.4,26.6,26.7
38415.630,3.7996,-0.6537,1,4,-2.4840,26.6,26.4,26.7
38425.630,3.7995,-0.6537,1,4,-2.4839,26.4,26.4,26.5
38435.630,3.7994,-0.6537,1,4,-2.4837,26.6,26.4,26.7
38445.630,3.7993,-0.6538,1,4,-2.4839,26.4,26.4,26.5
38455.630,3.7992,-0.6537,1,4,-2.4837,26.4,26.4,26.5
38465.630,3.7991,-0.6537,1,4,-2.4836,26.6,26.4,26.7
38475.630,3.7991,-0.6538,1,4,-2.4840,26.4,26.4,26.5
38485.630,3.7990,-0.6538,1,4,-2.4837,26.6,26.4,26.5
38495.630,3.7989,-0.6538,1,4,-2.4836,26.4,26.4,26.7
38505.630,3.7988,-0.6537,1,4,-2.4833,26.6,26.4,26.5
38515.630,3.7987,-0.6538,1,4,-2.4834,26.6,26.4,26.5
38525.630,3.7987,-0.6537,1,4,-2.4832,26.4,26.4,26.7
38535.630,3.7986,-0.6537,1,4,-2.4831,26.4,26.4,26.5
38545.630,3.7985,-0.6537,1,4,-2.4832,26.4,26.4,26.5
38555.630,3.7984,-0.6538,1,4,-2.4832,26.6,26.4,26.5
