test_time_second,voltage_volt,current_ampere,step_index,discharging_capacity_ah,charging_capacity_ah,ambient_temperature_celsius
43201.352,2.3466,-0.0002,2,0.0000,0,0
43201.386,2.3414,-0.0002,2,0.0000,0,0
43201.419,2.3362,-0.0002,2,0.0000,0,0
43201.452,2.3311,-0.0002,2,0.0000,0,0
43201.485,2.3261,-0.0002,2,0.0000,0,0
43201.519,2.3211,-0.0002,2,0.0000,0,0
43201.552,2.3162,-0.0002,2,0.0000,0,0
43201.585,2.3114,-0.0002,2,0.0000,0,0
43201.618,2.3067,-0.0002,2,0.0000,0,0
43201.658,2.3011,-0.0002,2,0.0000,0,0
43201.692,2.2965,-0.0002,2,0.0000,0,0
43201.732,2.2911,-0.0002,2,0.0000,0,0
43201.765,2.2866,-0.0002,2,0.0000,0,0
43201.805,2.2814,-0.0002,2,0.0000,0,0
43201.845,2.2762,-0.0002,2,0.0000,0,0
43201.885,2.2712,-0.0002,2,0.0000,0,0
43201.925,2.2663,-0.0002,2,0.0000,0,0
43201.965,2.2614,-0.0002,2,0.0000,0,0
43202.005,2.2566,-0.0002,2,0.0000,0,0
43202.051,2.2512,-0.0002,2,0.0000,0,0
43202.091,2.2466,-0.0002,2,0.0000,0,0
43202.138,2.2414,-0.0002,2,0.0000,0,0
43202.184,2.2363,-0.0002,2,0.0000,0,0
43202.231,2.2313,-0.0002,2,0.0000,0,0
43202.277,2.2265,-0.0002,2,0.0000,0,0
43202.324,2.2218,-0.0002,2,0.0000,0,0
43202.377,2.2166,-0.0002,2,0.0000,0,0
43202.431,2.2115,-0.0002,2,0.0000,0,0
43202.484,2.2066,-0.0002,2,0.0000,0,0
43202.537,2.2019,-0.0002,2,0.0000,0,0
43202.597,2.1968,-0.0002,2,0.0000,0,0
43202.657,2.1919,-0.0002,2,0.0000,0,0
43202.723,2.1866,-0.0002,2,0.0000,0,0
43202.790,2.1816,-0.0002,2,0.0000,0,0
43202.863,2.1764,-0.0002,2,0.0000,0,0
43202.936,2.1715,-0.0002,2,0.0000,0,0
43203.010,2.1668,-0.0002,2,0.0000,0,0
43203.096,2.1616,-0.0002,2,0.0000,0,0
43203.183,2.1567,-0.0002,2,0.0000,0,0
43203.276,2.1518,-0.0002,2,0.0000,0,0
43203.382,2.1466,-0.0002,2,0.0000,0,0
43203.489,2.1417,-0.0002,2,0.0000,0,0
43203.609,2.1366,-0.0002,2,0.0000,0,0
43203.735,2.1316,-0.0002,2,0.0000,0,0
43203.868,2.1267,-0.0002,2,0.0000,0,0
43204.015,2.1217,-0.0002,2,0.0000,0,0
43204.168,2.1167,-0.0002,2,0.0000,0,0
43204.327,2.1118,-0.0002,2,0.0000,0,0
43204.501,2.1067,-0.0002,2,0.0000,0,0
43204.674,2.1017,-0.0002,2,0.0000,0,0
43204.847,2.0969,-0.0002,2,0.0000,0,0
43205.026,2.0918,-0.0002,2,0.0000,0,0
43205.206,2.0868,-0.0002,2,0.0000,0,0
43205.379,2.0819,-0.0002,2,0.0000,0,0
43205.552,2.0769,-0.0002,2,0.0000,0,0
43205.725,2.0718,-0.0002,2,0.0000,0,0
43205.892,2.0668,-0.0002,2,0.0000,0,0
43206.051,2.0619,-0.0002,2,0.0000,0,0
43206.211,2.0568,-0.0002,2,0.0000,0,0
43206.364,2.0519,-0.0002,2,0.0000,0,0
43206.517,2.0468,-0.0002,2,0.0000,0,0
43206.664,2.0418,-0.0002,2,0.0000,0,0
43206.804,2.0369,-0.0002,2,0.0000,0,0
43206.943,2.0318,-0.0002,2,0.0000,0,0
43207.083,2.0267,-0.0002,2,0.0000,0,0
43207.216,2.0217,-0.0002,2,0.0000,0,0
43207.343,2.0168,-0.0002,2,0.0000,0,0
43207.476,2.0116,-0.0002,2,0.0000,0,0
43207.596,2.0069,-0.0002,2,0.0000,0,0
43207.722,2.0018,-0.0002,2,0.0000,0,0
43207.842,1.9968,-0.0002,2,0.0000,0,0
43207.968,1.9916,-0.0002,2,0.0000,0,0
43208.082,1.9869,-0.0002,2,0.0000,0,0
43208.201,1.9818,-0.0002,2,0.0000,0,0
43208.321,1.9768,-0.0002,2,0.0000,0,0
43208.441,1.9717,-0.0002,2,0.0000,0,0
43208.561,1.9667,-0.0002,2,0.0000,0,0
43208.681,1.9616,-0.0002,2,0.0000,0,0
43208.800,1.9566,-0.0002,2,0.0000,0,0
43208.920,1.9517,-0.0002,2,0.0000,0,0
43209.040,1.9468,-0.0002,2,0.0000,0,0
43209.167,1.9417,-0.0002,2,0.0000,0,0
43209.293,1.9367,-0.0002,2,0.0000,0,0
43209.419,1.9317,-0.0002,2,0.0000,0,0
43209.553,1.9267,-0.0002,2,0.0000,0,0
43209.686,1.9217,-0.0002,2,0.0000,0,0
43209.826,1.9166,-0.0002,2,0.0000,0,0
43209.965,1.9117,-0.0002,2,0.0000,0,0
43210.112,1.9067,-0.0002,2,0.0000,0,0
43210.258,1.9018,-0.0002,2,0.0000,0,0
43210.411,1.8968,-0.0002,2,0.0000,0,0
43210.571,1.8918,-0.0002,2,0.0000,0,0
43210.737,1.8867,-0.0002,2,0.0000,0,0
43210.904,1.8818,-0.0002,2,0.0000,0,0
43211.077,1.8768,-0.0002,2,0.0000,0,0
43211.257,1.8718,-0.0002,2,0.0000,0,0
43211.443,1.8667,-0.0002,2,0.0000,0,0
43211.629,1.8618,-0.0002,2,0.0000,0,0
43211.822,1.8568,-0.0002,2,0.0000,0,0
43212.022,1.8518,-0.0002,2,0.0000,0,0
43212.228,1.8467,-0.0002,2,0.0000,0,0
43212.435,1.8418,-0.0002,2,0.0000,0,0
43212.648,1.8368,-0.0002,2,0.0000,0,0
43212.861,1.8318,-0.0002,2,0.0000,0,0
43213.080,1.8268,-0.0002,2,0.0000,0,0
43213.307,1.8218,-0.0002,2,0.0000,0,0
43213.533,1.8168,-0.0002,2,0.0000,0,0
43213.759,1.8119,-0.0002,2,0.0000,0,0
43213.992,1.8069,-0.0002,2,0.0000,0,0
43214.225,1.8019,-0.0002,2,0.0000,0,0
43214.465,1.7968,-0.0002,2,0.0000,0,0
43214.698,1.7919,-0.0002,2,0.0000,0,0
43214.937,1.7868,-0.0002,2,0.0000,0,0
43215.177,1.7818,-0.0002,2,0.0000,0,0
43215.417,1.7768,-0.0002,2,0.0000,0,0
43215.656,1.7718,-0.0002,2,0.0000,0,0
43215.896,1.7668,-0.0002,2,0.0000,0,0
43216.135,1.7618,-0.0002,2,0.0000,0,0
43216.382,1.7568,-0.0002,2,0.0000,0,0
43216.621,1.7519,-0.0002,2,0.0000,0,0
43216.868,1.7469,-0.0002,2,0.0000,0,0
43217.121,1.7418,-0.0002,2,0.0000,0,0
43217.380,1.7368,-0.0002,2,0.0000,0,0
43217.640,1.7318,-0.0002,2,0.0000,0,0
43217.906,1.7268,-0.0002,2,0.0000,0,0
43218.185,1.7218,-0.0002,2,0.0000,0,0
43218.472,1.7168,-0.0002,2,0.0000,0,0
43218.771,1.7119,-0.0002,2,0.0000,0,0
43219.097,1.7068,-0.0002,2,0.0000,0,0
43219.437,1.7019,-0.0002,2,0.0000,0,0
43219.816,1.6968,-0.0002,2,0.0000,0,0
43220.222,1.6918,-0.0002,2,0.0000,0,0
43220.668,1.6868,-0.0002,2,0.0000,0,0
43221.161,1.6818,-0.0002,2,0.0000,0,0
43221.713,1.6768,-0.0002,2,0.0000,0,0
43222.319,1.6718,-0.0002,2,0.0000,0,0
43222.978,1.6668,-0.0002,2,0.0000,0,0
43223.697,1.6618,-0.0002,2,0.0000,0,0
43224.489,1.6568,-0.0002,2,0.0000,0,0
43225.387,1.6518,-0.0002,2,0.0000,0,0
43226.386,1.6468,-0.0002,2,0.0000,0,0
43227.471,1.6418,-0.0002,2,0.0000,0,0
43228.649,1.6368,-0.0002,2,0.0000,0,0
43229.920,1.6319,-0.0002,2,0.0000,0,0
43231.245,1.6269,-0.0002,2,0.0000,0,0
43232.569,1.6219,-0.0002,2,0.0000,0,0
43233.861,1.6169,-0.0002,2,0.0000,0,0
43235.092,1.6119,-0.0002,2,0.0000,0,0
43236.257,1.6069,-0.0002,2,0.0000,0,0
43237.342,1.6019,-0.0002,2,0.0000,0,0
43238.360,1.5969,-0.0002,2,0.0000,0,0
43239.339,1.5919,-0.0002,2,0.0000,0,0
43240.230,1.5869,-0.0002,2,0.0000,0,0
43241.076,1.5819,-0.0002,2,0.0000,0,0
43241.841,1.5769,-0.0002,2,0.0000,0,0
43242.554,1.5719,-0.0002,2,0.0000,0,0
43243.219,1.5669,-0.0002,2,0.0000,0,0
43243.851,1.5619,-0.0002,2,0.0000,0,0
43244.477,1.5569,-0.0002,2,0.0000,0,0
43245.083,1.5519,-0.0002,2,0.0000,0,0
43245.675,1.5469,-0.0002,2,0.0000,0,0
43246.274,1.5419,-0.0002,2,0.0000,0,0
43246.853,1.5369,-0.0002,2,0.0000,0,0
43247.446,1.5319,-0.0002,2,0.0000,0,0
43248.071,1.5268,-0.0002,2,0.0000,0,0
43248.684,1.5218,-0.0002,2,0.0000,0,0
43249.303,1.5169,-0.0002,2,0.0000,0,0
43249.895,1.5119,-0.0002,2,0.0000,0,0
43250.534,1.5068,-0.0002,2,0.0000,0,0
43251.153,1.5019,-0.0002,2,0.0000,0,0
43251.812,1.4969,-0.0002,2,0.0000,0,0
43252.431,1.4918,-0.0002,2,0.0000,0,0
43253.050,1.4869,-0.0002,2,0.0000,0,0
43253.689,1.4819,-0.0002,2,0.0000,0,0
43254.328,1.4769,-0.0002,2,0.0000,0,0
43254.934,1.4718,-0.0002,2,0.0000,0,0
43255.593,1.4668,-0.0002,2,0.0000,0,0
43256.225,1.4619,-0.0002,2,0.0000,0,0
43256.924,1.4568,-0.0002,2,0.0000,0,0
43257.649,1.4519,-0.0002,2,0.0000,0,0
43258.368,1.4469,-0.0002,2,0.0000,0,0
43259.081,1.4418,-0.0002,2,0.0000,0,0
43259.813,1.4369,-0.0002,2,0.0000,0,0
43260.605,1.4319,-0.0002,2,0.0000,0,0
43261.384,1.4269,-0.0002,2,0.0000,0,0
43262.209,1.4218,-0.0002,2,0.0000,0,0
43263.054,1.4169,-0.0002,2,0.0000,0,0
43263.873,1.4119,-0.0002,2,0.0000,0,0
43264.718,1.4068,-0.0002,2,0.0000,0,0
43265.577,1.4018,-0.0002,2,0.0000,0,0
43266.422,1.3968,-0.0002,2,0.0000,0,0
43267.354,1.3918,-0.0002,2,0.0000,0,0
43268.219,1.3868,-0.0002,2,0.0000,0,0
43269.098,1.3819,-0.0002,2,0.0000,0,0
43269.983,1.3768,-0.0002,2,0.0000,0,0
43270.948,1.3719,-0.0002,2,0.0000,0,0
43271.847,1.3669,-0.0002,2,0.0000,0,0
43272.732,1.3619,-0.0002,2,0.0000,0,0
43273.631,1.3569,-0.0002,2,0.0000,0,0
43274.596,1.3518,-0.0002,2,0.0000,0,0
43275.588,1.3469,-0.0002,2,0.0000,0,0
43276.593,1.3418,-0.0002,2,0.0000,0,0
43277.638,1.3369,-0.0002,2,0.0000,0,0
43278.643,1.3318,-0.0002,2,0.0000,0,0
43279.741,1.3268,-0.0002,2,0.0000,0,0
43280.879,1.3219,-0.0002,2,0.0000,0,0
43282.064,1.3169,-0.0002,2,0.0000,0,0
43283.229,1.3118,-0.0002,2,0.0000,0,0
43284.460,1.3069,-0.0002,2,0.0000,0,0
43285.705,1.3019,-0.0002,2,0.0000,0,0
43287.023,1.2969,-0.0002,2,0.0000,0,0
43288.354,1.2918,-0.0002,2,0.0000,0,0
43289.719,1.2869,-0.0002,2,0.0000,0,0
43291.023,1.2819,-0.0002,2,0.0000,0,0
43292.421,1.2768,-0.0002,2,0.0000,0,0
43293.832,1.2718,-0.0002,2,0.0000,0,0
43295.196,1.2669,-0.0002,2,0.0000,0,0
43296.561,1.2619,-0.0002,2,0.0000,0,0
43297.919,1.2568,-0.0002,2,0.0000,0,0
43299.257,1.2519,-0.0002,2,0.0000,0,0
43300.661,1.2468,-0.0002,2,0.0000,0,0
43302.112,1.2419,-0.0002,2,0.0000,0,0
43303.463,1.2369,-0.0002,2,0.0000,0,0
43304.894,1.2319,-0.0002,2,0.0000,0,0
43306.339,1.2270,-0.0002,2,0.0000,0,0
43307.790,1.2219,-0.0002,2,0.0000,0,0
43309.181,1.2168,-0.0002,2,0.0000,0,0
43310.639,1.2119,-0.0002,2,0.0000,0,0
43312.090,1.2069,-0.0002,2,0.0000,0,0
43313.594,1.2018,-0.0002,2,0.0000,0,0
43315.085,1.1969,-0.0002,2,0.0000,0,0
43316.589,1.1919,-0.0002,2,0.0000,0,0
43318.127,1.1869,-0.0002,2,0.0000,0,0
43319.764,1.1820,-0.0002,2,0.0000,0,0
43321.302,1.1769,-0.0002,2,0.0000,0,0
43322.972,1.1720,-0.0002,2,0.0000,0,0
43324.563,1.1668,-0.0002,2,0.0000,0,0
43326.207,1.1618,-0.0002,2,0.0000,0,0
43327.991,1.1568,-0.0002,2,0.0000,0,0
43329.742,1.1518,-0.0002,2,0.0000,0,0
43331.506,1.1469,-0.0002,2,0.0000,0,0
43333.329,1.1419,-0.0002,2,0.0000,0,0
43335.253,1.1370,-0.0002,2,0.0000,0,0
43337.190,1.1319,-0.0002,2,0.0000,0,0
43339.233,1.1270,-0.0002,2,0.0000,0,0
43341.263,1.1219,-0.0002,2,0.0000,0,0
43343.360,1.1169,-0.0002,2,0.0000,0,0
43345.596,1.1119,-0.0002,2,0.0000,0,0
43347.840,1.1069,-0.0002,2,0.0000,0,0
43350.242,1.1018,-0.0002,2,0.0000,0,0
43352.639,1.0968,-0.0002,2,0.0000,0,0
43355.175,1.0919,-0.0002,2,0.0000,0,0
43357.817,1.0869,-0.0002,2,0.0000,0,0
43360.553,1.0819,-0.0002,2,0.0000,0,0
43363.388,1.0769,-0.0002,2,0.0000,0,0
43366.370,1.0719,-0.0002,2,0.0000,0,0
43369.419,1.0669,-0.0002,2,0.0000,0,0
43372.673,1.0619,-0.0002,2,0.0000,0,0
43375.975,1.0569,-0.0002,2,0.0000,0,0
43379.469,1.0519,-0.0002,2,0.0000,0,0
43383.070,1.0469,-0.0002,2,0.0000,0,0
43386.931,1.0419,-0.0002,2,0.0000,0,0
43390.751,1.0369,-0.0002,2,0.0000,0,0
43394.725,1.0319,-0.0002,2,0.0000,0,0
43398.792,1.0269,-0.0002,2,0.0000,0,0
43403.052,1.0219,-0.0002,2,0.0000,0,0
43407.438,1.0168,-0.0002,2,0.0000,0,0
43411.891,1.0119,-0.0002,2,0.0000,0,0
43416.451,1.0069,-0.0002,2,0.0000,0,0
43421.137,1.0018,-0.0002,2,0.0000,0,0
43426.089,0.9968,-0.0002,2,0.0000,0,0
43431.134,0.9919,-0.0002,2,0.0000,0,0
43436.585,0.9869,-0.0002,2,0.0000,0,0
43442.017,0.9819,-0.0002,2,0.0000,0,0
43447.821,0.9769,-0.0002,2,0.0000,0,0
43453.791,0.9720,-0.0002,2,0.0000,0,0
43459.795,0.9669,-0.0002,2,0.0000,0,0
43466.112,0.9619,-0.0002,2,0.0000,0,0
43472.668,0.9569,-0.0002,2,0.0000,0,0
43479.444,0.9518,-0.0002,2,0.0000,0,0
43486.286,0.9469,-0.0002,2,0.0000,0,0
43493.442,0.9419,-0.0002,2,0.0000,0,0
43500.717,0.9369,-0.0002,2,0.0000,0,0
43508.118,0.9319,-0.0002,2,0.0000,0,0
43515.673,0.9269,-0.0002,2,0.0000,0,0
43523.314,0.9219,-0.0002,2,0.0000,0,0
43531.095,0.9169,-0.0002,2,0.0000,0,0
43538.976,0.9119,-0.0002,2,0.0000,0,0
43546.897,0.9069,-0.0002,2,0.0000,0,0
43554.971,0.9019,-0.0002,2,0.0000,0,0
43563.131,0.8969,-0.0002,2,0.0000,0,0
43571.305,0.8919,-0.0002,2,0.0000,0,0
43579.605,0.8869,-0.0002,2,0.0000,0,0
43588.018,0.8819,-0.0002,2,0.0000,0,0
43596.505,0.8769,-0.0002,2,0.0000,0,0
43605.098,0.8719,-0.0002,2,0.0000,0,0
43613.864,0.8669,-0.0002,2,0.0000,0,0
43622.763,0.8619,-0.0002,2,0.0000,0,0
43631.829,0.8569,-0.0002,2,0.0000,0,0
43641.074,0.8519,-0.0002,2,0.0000,0,0
43650.552,0.8469,-0.0002,2,0.0000,0,0
43660.150,0.8419,-0.0002,2,0.0000,0,0
43670.081,0.8369,-0.0002,2,0.0000,0,0
43680.081,0.8320,-0.0002,2,0.0000,0,0
43690.081,0.8272,-0.0002,2,0.0000,0,0
43700.081,0.8225,-0.0002,2,0.0000,0,0
43710.081,0.8179,-0.0002,2,0.0000,0,0
43720.081,0.8135,-0.0002,2,0.0000,0,0
43730.081,0.8091,-0.0002,2,0.0000,0,0
43740.081,0.8048,-0.0002,2,0.0000,0,0
43750.081,0.8006,-0.0002,2,0.0000,0,0
43760.081,0.7966,-0.0002,2,0.0000,0,0
43770.081,0.7927,-0.0002,2,0.0000,0,0
43780.081,0.7888,-0.0002,2,0.0000,0,0
43790.081,0.7850,-0.0002,2,0.0000,0,0
43800.081,0.7814,-0.0002,2,0.0000,0,0
43810.081,0.7778,-0.0002,2,0.0000,0,0
43820.081,0.7743,-0.0002,2,0.0000,0,0
43830.081,0.7708,-0.0002,2,0.0000,0,0
43840.081,0.7675,-0.0002,2,0.0000,0,0
43850.081,0.7643,-0.0002,2,0.0000,0,0
43860.081,0.7612,-0.0002,2,0.0000,0,0
43870.081,0.7581,-0.0002,2,0.0000,0,0
43880.081,0.7551,-0.0002,2,0.0000,0,0
43890.081,0.7522,-0.0002,2,0.0000,0,0
43900.081,0.7494,-0.0002,2,0.0000,0,0
43910.081,0.7467,-0.0002,2,0.0000,0,0
43920.081,0.7440,-0.0002,2,0.0000,0,0
43930.081,0.7415,-0.0002,2,0.0000,0,0
43940.081,0.7389,-0.0002,2,0.0000,0,0
43950.081,0.7365,-0.0002,2,0.0000,0,0
43960.081,0.7342,-0.0002,2,0.0000,0,0
43970.081,0.7319,-0.0002,2,0.0000,0,0
43980.081,0.7297,-0.0002,2,0.0000,0,0
43990.081,0.7276,-0.0002,2,0.0000,0,0
44000.081,0.7256,-0.0002,2,0.0000,0,0
44010.081,0.7236,-0.0002,2,0.0000,0,0
44020.081,0.7217,-0.0002,2,0.0000,0,0
44030.081,0.7199,-0.0002,2,0.0000,0,0
44040.081,0.7180,-0.0002,2,0.0000,0,0
44050.081,0.7163,-0.0002,2,0.0000,0,0
44060.081,0.7146,-0.0002,2,0.0000,0,0
44070.081,0.7130,-0.0002,2,0.0000,0,0
44080.081,0.7113,-0.0002,2,0.0000,0,0
44090.081,0.7098,-0.0002,2,0.0000,0,0
44100.081,0.7083,-0.0002,2,0.0000,0,0
44110.081,0.7068,-0.0002,2,0.0000,0,0
44120.081,0.7054,-0.0002,2,0.0000,0,0
44130.081,0.7039,-0.0002,2,0.0000,0,0
44140.081,0.7026,-0.0002,2,0.0000,0,0
44150.081,0.7012,-0.0002,2,0.0000,0,0
44160.081,0.6999,-0.0002,2,0.0000,0,0
44170.081,0.6986,-0.0002,2,0.0000,0,0
44180.081,0.6973,-0.0002,2,0.0000,0,0
44190.081,0.6960,-0.0002,2,0.0000,0,0
44200.081,0.6947,-0.0002,2,0.0000,0,0
44210.081,0.6934,-0.0002,2,0.0000,0,0
44220.081,0.6922,-0.0002,2,0.0001,0,0
44230.081,0.6909,-0.0002,2,0.0001,0,0
44240.081,0.6897,-0.0002,2,0.0001,0,0
44250.081,0.6884,-0.0002,2,0.0001,0,0
44260.081,0.6871,-0.0002,2,0.0001,0,0
44270.081,0.6858,-0.0002,2,0.0001,0,0
44280.081,0.6845,-0.0002,2,0.0001,0,0
44290.081,0.6833,-0.0002,2,0.0001,0,0
44300.081,0.6819,-0.0002,2,0.0001,0,0
44310.081,0.6805,-0.0002,2,0.0001,0,0
44320.081,0.6792,-0.0002,2,0.0001,0,0
44330.081,0.6778,-0.0002,2,0.0001,0,0
44340.081,0.6764,-0.0002,2,0.0001,0,0
44350.081,0.6749,-0.0002,2,0.0001,0,0
44360.081,0.6735,-0.0002,2,0.0001,0,0
44370.081,0.6719,-0.0002,2,0.0001,0,0
44380.081,0.6704,-0.0002,2,0.0001,0,0
44390.081,0.6688,-0.0002,2,0.0001,0,0
44400.081,0.6673,-0.0002,2,0.0001,0,0
44410.081,0.6657,-0.0002,2,0.0001,0,0
44420.081,0.6640,-0.0002,2,0.0001,0,0
44430.081,0.6623,-0.0002,2,0.0001,0,0
44440.081,0.6606,-0.0002,2,0.0001,0,0
44450.081,0.6589,-0.0002,2,0.0001,0,0
44460.081,0.6571,-0.0002,2,0.0001,0,0
44470.081,0.6553,-0.0002,2,0.0001,0,0
44480.081,0.6535,-0.0002,2,0.0001,0,0
44490.081,0.6516,-0.0002,2,0.0001,0,0
44500.081,0.6498,-0.0002,2,0.0001,0,0
44510.081,0.6479,-0.0002,2,0.0001,0,0
44520.081,0.6461,-0.0002,2,0.0001,0,0
44530.081,0.6441,-0.0002,2,0.0001,0,0
44540.081,0.6421,-0.0002,2,0.0001,0,0
44550.081,0.6401,-0.0002,2,0.0001,0,0
44560.081,0.6382,-0.0002,2,0.0001,0,0
44570.081,0.6361,-0.0002,2,0.0001,0,0
44580.081,0.6341,-0.0002,2,0.0001,0,0
44590.081,0.6321,-0.0002,2,0.0001,0,0
44600.081,0.6301,-0.0002,2,0.0001,0,0
44610.081,0.6280,-0.0002,2,0.0001,0,0
44620.081,0.6261,-0.0002,2,0.0001,0,0
44630.081,0.6241,-0.0002,2,0.0001,0,0
44640.081,0.6220,-0.0002,2,0.0001,0,0
44650.081,0.6199,-0.0002,2,0.0001,0,0
44660.081,0.6179,-0.0002,2,0.0001,0,0
44670.081,0.6159,-0.0002,2,0.0001,0,0
44680.081,0.6138,-0.0002,2,0.0001,0,0
44690.081,0.6118,-0.0002,2,0.0001,0,0
44700.081,0.6098,-0.0002,2,0.0001,0,0
44710.081,0.6077,-0.0002,2,0.0001,0,0
44720.081,0.6057,-0.0002,2,0.0001,0,0
44730.081,0.6037,-0.0002,2,0.0001,0,0
44740.081,0.6017,-0.0002,2,0.0001,0,0
44750.081,0.5997,-0.0002,2,0.0001,0,0
44760.081,0.5978,-0.0002,2,0.0001,0,0
44770.081,0.5960,-0.0002,2,0.0001,0,0
44780.081,0.5941,-0.0002,2,0.0001,0,0
44790.081,0.5922,-0.0002,2,0.0001,0,0
44800.081,0.5903,-0.0002,2,0.0001,0,0
44810.081,0.5885,-0.0002,2,0.0001,0,0
44820.081,0.5871,-0.0002,2,0.0001,0,0
44830.081,0.5859,-0.0002,2,0.0001,0,0
44840.081,0.5841,-0.0002,2,0.0001,0,0
44850.081,0.5830,-0.0002,2,0.0001,0,0
44860.081,0.5814,-0.0002,2,0.0001,0,0
44870.081,0.5811,-0.0002,2,0.0001,0,0
44880.081,0.5802,-0.0002,2,0.0001,0,0
44890.081,0.5798,-0.0002,2,0.0001,0,0
44900.081,0.5784,-0.0002,2,0.0001,0,0
44910.081,0.5778,-0.0002,2,0.0001,0,0
44920.081,0.5774,-0.0002,2,0.0001,0,0
44930.081,0.5774,-0.0002,2,0.0001,0,0
44940.081,0.5770,-0.0002,2,0.0001,0,0
44950.081,0.5767,-0.0002,2,0.0001,0,0
44960.081,0.5764,-0.0002,2,0.0001,0,0
44970.081,0.5763,-0.0002,2,0.0001,0,0
44980.081,0.5764,-0.0002,2,0.0001,0,0
44990.081,0.5764,-0.0002,2,0.0001,0,0
45000.081,0.5764,-0.0002,2,0.0001,0,0
45010.081,0.5759,-0.0002,2,0.0001,0,0
45020.081,0.5761,-0.0002,2,0.0001,0,0
45030.081,0.5768,-0.0002,2,0.0001,0,0
45040.081,0.5773,-0.0002,2,0.0001,0,0
45050.081,0.5769,-0.0002,2,0.0001,0,0
45060.081,0.5764,-0.0002,2,0.0001,0,0
45070.081,0.5772,-0.0002,2,0.0001,0,0
45080.081,0.5764,-0.0002,2,0.0001,0,0
45090.081,0.5760,-0.0002,2,0.0001,0,0
45100.081,0.5766,-0.0002,2,0.0001,0,0
45110.081,0.5764,-0.0002,2,0.0001,0,0
45120.081,0.5767,-0.0002,2,0.0001,0,0
45130.081,0.5763,-0.0002,2,0.0001,0,0
45140.081,0.5764,-0.0002,2,0.0001,0,0
45150.081,0.5761,-0.0002,2,0.0001,0,0
45160.081,0.5760,-0.0002,2,0.0001,0,0
45170.081,0.5762,-0.0002,2,0.0001,0,0
45180.081,0.5762,-0.0002,2,0.0001,0,0
45190.081,0.5752,-0.0002,2,0.0001,0,0
45200.081,0.5748,-0.0002,2,0.0001,0,0
45210.081,0.5754,-0.0002,2,0.0001,0,0
45220.081,0.5751,-0.0002,2,0.0001,0,0
45230.081,0.5754,-0.0002,2,0.0001,0,0
45240.081,0.5757,-0.0002,2,0.0001,0,0
45250.081,0.5754,-0.0002,2,0.0001,0,0
45260.081,0.5749,-0.0002,2,0.0001,0,0
45270.081,0.5743,-0.0002,2,0.0001,0,0
45280.081,0.5745,-0.0002,2,0.0001,0,0
45290.081,0.5736,-0.0002,2,0.0001,0,0
45300.081,0.5730,-0.0002,2,0.0001,0,0
45310.081,0.5736,-0.0002,2,0.0001,0,0
45320.081,0.5736,-0.0002,2,0.0001,0,0
45330.081,0.5735,-0.0002,2,0.0001,0,0
45340.081,0.5741,-0.0002,2,0.0001,0,0
45350.081,0.5740,-0.0002,2,0.0001,0,0
45360.081,0.5735,-0.0002,2,0.0001,0,0
45370.081,0.5738,-0.0002,2,0.0001,0,0
45380.081,0.5738,-0.0002,2,0.0001,0,0
45390.081,0.5735,-0.0002,2,0.0001,0,0
45400.081,0.5732,-0.0002,2,0.0001,0,0
45410.081,0.5727,-0.0002,2,0.0001,0,0
45420.081,0.5728,-0.0002,2,0.0001,0,0
45430.081,0.5728,-0.0002,2,0.0001,0,0
45440.081,0.5728,-0.0002,2,0.0001,0,0
45450.081,0.5727,-0.0002,2,0.0001,0,0
45460.081,0.5723,-0.0002,2,0.0001,0,0
45470.081,0.5716,-0.0002,2,0.0001,0,0
45480.081,0.5711,-0.0002,2,0.0001,0,0
45490.081,0.5708,-0.0002,2,0.0001,0,0
45500.081,0.5708,-0.0002,2,0.0001,0,0
45510.081,0.5703,-0.0002,2,0.0001,0,0
45520.081,0.5705,-0.0002,2,0.0001,0,0
45530.081,0.5703,-0.0002,2,0.0001,0,0
45540.081,0.5701,-0.0002,2,0.0001,0,0
45550.081,0.5698,-0.0002,2,0.0001,0,0
45560.081,0.5697,-0.0002,2,0.0001,0,0
45570.081,0.5694,-0.0002,2,0.0001,0,0
45580.081,0.5695,-0.0002,2,0.0001,0,0
45590.081,0.5693,-0.0002,2,0.0001,0,0
45600.081,0.5689,-0.0002,2,0.0001,0,0
45610.081,0.5683,-0.0002,2,0.0001,0,0
45620.081,0.5684,-0.0002,2,0.0001,0,0
45630.081,0.5684,-0.0002,2,0.0001,0,0
45640.081,0.5685,-0.0002,2,0.0001,0,0
45650.081,0.5686,-0.0002,2,0.0001,0,0
45660.081,0.5689,-0.0002,2,0.0001,0,0
45670.081,0.5695,-0.0002,2,0.0001,0,0
45680.081,0.5695,-0.0002,2,0.0001,0,0
45690.081,0.5692,-0.0002,2,0.0001,0,0
45700.081,0.5693,-0.0002,2,0.0001,0,0
45710.081,0.5692,-0.0002,2,0.0001,0,0
45720.081,0.5691,-0.0002,2,0.0001,0,0
45730.081,0.5686,-0.0002,2,0.0001,0,0
45740.081,0.5687,-0.0002,2,0.0001,0,0
45750.081,0.5687,-0.0002,2,0.0001,0,0
45760.081,0.5680,-0.0002,2,0.0001,0,0
45770.081,0.5680,-0.0002,2,0.0001,0,0
45780.081,0.5681,-0.0002,2,0.0001,0,0
45790.081,0.5685,-0.0002,2,0.0001,0,0
45800.081,0.5681,-0.0002,2,0.0001,0,0
